product_name,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,description length,category
ADVENTURE TIME Deluxe Mini Figures (Pack of 6),20.89,11,8,5,4.1,Figures & Playsets > Accessories,"Product Description Bring home your favorite characters from the hit Cartoon Network show, Adventure Time! The Adventure Time 2"" 6-Pack is the perfect way to collect the whole Adventure Time gang! (Includes: Battle Finn, Jake, BMO, Ice King, Marceline, Violin Jake, and Lumpy Space Princess). Box Contains 1 x Marceline Figure; 1 x Finn Figure; 1 x Ice King Figure; 1 x Battle Finn Figure; 1 x Jake Figure; 1 x Lumpy Space Princess Figure",438,Figures & Playsets 
Power Rangers Dino Charge T Rex Launcher,15.99,7,6,5,4.8,Figures & Playsets > Accessories,Product Description Activate the T-Rex Launcher to watch his eyes change colour. Insert a Dino Charger to launch the discs. Includes 8 discs and 1 Dino charger. For ages 4+. Box Contains 1 x T-Rex Launcher. 1 x Dino Charger; 8 x Discs,234,Figures & Playsets 
blue parfait ice cream cup eraser Japan Iwako,2.79,3,1,5,5.0,Figures & Playsets > Accessories,cute Japanese eraser,20,Figures & Playsets 
yellow dinosaur in egg eraser by Iwako from Japan,3.49,4,1,5,5.0,Figures & Playsets > Accessories,witty Japanese eraser with hatching T-Rex by Iwako,50,Figures & Playsets 
Doctor Who Wave 2 Sonic Screwdriver - Fifth Doctor,17.0,6,4,5,4.0,Figures & Playsets > Accessories,"This is a replica of the Fifth Doctor's multi-purpose Gallifreyan device: the iconic Sonic Screwdriver. Measuring about 8 1/2-inches long, the Sonic Screwdriver makes realistic sound effects right out of the hit sci-fi series Doctor Who. Requires 3x ""L1154"" batteries, included.",278,Figures & Playsets 
Power Rangers Dino Charge Set 1 Dino Charger with Accessory (Pack of 2),7.99,8,5,5,4.0,Figures & Playsets > Accessories,"Product Description Included in each pack are two Dino Chargers and one Dino Zord. The push of a button activates 4-sided flip through graphics on each Dino Charger! Attach the head and tail pieces of each Dino Zord to the Chargers to morph your Charger into a Dino Zord, or mix and match the head and tail pieces to make all new Dino creations! Scan each Dino Charger using the Power Rangers Dino Charge Scanner App. Each Dino Charger activates features in other Dino Charge Role PLay and Zord Builder items (sold Separately). Collect them all! Ages 4+ Box Contains 2 x Dino Charger 1 x Dino Zord",597,Figures & Playsets 
Little Live Pets Butterfly House,22.99,8,4,5,4.5,Figures & Playsets > Accessories,"Product Description Give your Little Live Pet Butterfly it's very own home with the Butterfly House! Charge your exclusive pretty butterfly in it's home and then watch it come alive. Beautiful Little Live Pets Butterfly is your new pet friend that magically comes alive and flutters in the palm of your hand! Feel how real your new friend feels as it flaps and flitters its stunning sparkling wings just for you. Your Little Live Pet Butterfly feeds and gets energy in its own Butterfly House home, the more you feed your pet the happier she becomes. With her wings dancing magically in the palm of your hand this is the lifelike pet that every child wants! House includes a second flower pad to display additional pet friends. Box Contains 1 x Butterfly 1 x Butterfly House 1 x Instruction Manual",797,Figures & Playsets 
Funko Doctor Who - Adipose Action Figure Pocket Pop Keychain,5.96,20,1,5,4.0,Figures & Playsets > Accessories,"Travel through time and space with Funko's new Doctor Who Funko POP Keychains! The Adipose, cute marshmallow-shaped beings featured on the long-running sci-fi television series, stands 1 1/2 inches and includes a keychain attachment so you can bring him with you wherever you go! Collect them all!",297,Figures & Playsets 
Black Butler Funko POP Vinyl Figure: Sebastian,8.13,11,4,1,4.5,Figures & Playsets > Accessories,"*Stands 3 3/4"" Tall From the Black Butler anime and manga series comes the titular character in awesome Pop! Vinyl stylization! This Black Butler Sebastian Michaelis Pop! Vinyl Figure stands 3 3/4-inches tall and makes a great gift for collectors of all kinds. When you see just how cool Sebastian Michaelis looks as a Pop! Vinyl Figure, you'll want to collect the rest in this line of Black Butler Pop! Vinyl figures from Funko!",429,Figures & Playsets 
Bullyland Young Koala Figurine,3.17,10,1,1,5.0,Figures & Playsets > Accessories,"Detailed and handpainted figurine. Made of high quality Thermoplastic (PVC free), the figure stands approx. 4,5 cm tall.",120,Figures & Playsets 
Safari 238529 African Elephant Baby Animal Figure,7.21,4,1,1,5.0,Figures & Playsets > Cowboys & Indians,This is the Elephant Calf figure by Safari,42,Figures & Playsets 
Brilliant Xenoceratops dinosaur by CollectA,8.5,5,1,1,5.0,Figures & Playsets > Dinosaurs,Fantastic XENOCERATOPS dinosaur model by CollectA. Superb hand painted detail,77,Figures & Playsets 
Dinosaurs Schleich Triceratops and Therizinosaurus Toy (Small),11.99,22,2,1,5.0,Figures & Playsets > Dinosaurs,"Product Description Triceratops and Therezinosaurus were two impressive dinosaurs. Despite their dangerous looks, both were only herbivores. However, both were quite defensive. Box Contains 1 x Triceratops and Therizinosaurus, small",232,Figures & Playsets 
HGL Soft Stuffed Triceratops Dinosaur (XL),15.0,2,26,1,4.7,Figures & Playsets > Dinosaurs,"Product Description This impressive extra large Triceratops soft dinosaur is perfect for young dinosaur fans! Designed in authentic colours, this quality dinosaur is ideal for younger dinosaur enthusiasts, Jurassic collectors and hard core dinosaur fans. A terrific soft feel, softly textured, good sized Triceratops, it is the ideal gift for kids who just want to get their hands on all things dinosaur. Approximate size 22”. Soft and easy to carry. No hard edges. Product dimensions - 51x18x23cm. Weight - 950g. Styles and colours may vary (Maybe receive Green or Orange colour). Box Contains 1 x dinosaur",607,Figures & Playsets 
Therizinosaurus Dinosaur Model,5.74,4,1,1,5.0,Figures & Playsets > Dinosaurs,Therizinosaurus Dinosaur Model - CollectA - Plastic Dinosaurs - First4collectables - Dinosaur Toys - Collectable Dinosaurs,122,Figures & Playsets 
Dinosaur Train Conductor with Train Car,4.95,16,10,1,4.2,Characters & Brands > Tomy,"Product Description Based on the popular Jim Henson show, the Dinosaur Train collectable segment enables children to collect all of their favourite Dinosaur Train characters, while also expanding their train set. Conductor Troodon is one of the smartest dinosaurs and he isn't afraid to show it. He is the conductor of the most awesome train of all, the Dinosaur Train and is the one who provides Buddy and friends with all the facts about the different species of dinosaurs. This Collectable Track Pack includes a plastic Mr. Conductor figure and decorated train car which can be attached to other Dinosaur Train cars and vehicles (sold separately). Box Contains 1 x Dinosaur Train figure;1 x Dinosaur Train carriage",717,Characters & Brands 
Melissa & Doug Magnetic Wooden Dinosaurs,9.0,18,21,1,4.8,Figures & Playsets > Dinosaurs,Product Description Twenty magnetic dinosaurs eager to play in the twenty-first century! Bright colours add excitement to this dino collection contained in a convenient wooden case. Manufacturer's Description Twenty magnetic dinosaurs eager to play in the twenty-first century! Bright colours add excitement to this dino collection contained in a convenient wooden case.,370,Figures & Playsets 
Playmobil - 4173 Pteranodon,24.98,2,4,1,4.5,Figures & Playsets > Dinosaurs,"This Playmobil Pteranodon features movable wings and legs, as well as a movable beak, which is perfect for snatching up either the included fish or snake it finds below. And, when the Pteranodon is tired, it can always rest on the bountiful tree that it calls home!",265,Figures & Playsets 
Papo Apatosaurus,18.42,17,3,1,4.0,Figures & Playsets > Dinosaurs,Papo Apatosaurus,16,Figures & Playsets 
Matchbox Big Boots Play set - Lunar Blaster Saucer - Includes Space Ship and 2 Characters - (Emporer Zondor & Zahara),9.99,3,1,1,5.0,Figures & Playsets > Dinosaurs,Matchbox Big Boots Lunar Blaster Saucer play set featuring a spaceship and 2 characters.,88,Figures & Playsets 
Safari Mega Toobs Dino,18.91,8,1,1,5.0,Figures & Playsets > Dinosaurs,"Product Description The Terrible Lizards are even more terrible when there are twice as many. Stock up on dinosaurs with the Dinos Mega TOOB from Safari Ltd. Get twice the toys and twice the fun with Mega TOOBS. These collections of individually hand painted miniatures feature vibrant colors, professional sculpting, and accurate detail. Each set comes in a large reusable acetate tube (Twice the diameter of our regular TOOBS) with a spinning world globe on the cap and a cord for easy carrying. These toys are ideal for sharing, plus they are perfect for school dioramas, car trips, and collections Box Contains This set contains a 24-piece assortment from our Dinos TOOB.",675,Figures & Playsets 
Schleich Brachiosaurus Playset,13.61,47,20,1,4.8,Fancy Dress > Costumes,"Product Description It was over 23 metres long and over six metres tall, like a giraffe, this dinosaur grazed on treetops. With chisel-like teeth and a very sharp sense of smell, this plant-eater always found enough to eat. Unlike most another dinosaurs, the Brachiosaurus' front legs were longer than its hind legs which made it easier for this herbivore to reach its food. The brachiosaurus was one of the largest dinosaurs to ever live; it could reach 17 metres in height and weigh nearly ninety tonnes. Box Contains 1 x Schleich Brachiosaurus",546,Fancy Dress 
Switch and Go Dinos R/ C Bronco The Triceratops,29.0,12,35,1,4.7,Characters & Brands > VTech,Product Description Bronco the RC Triceratops is a large scale dinosaur that transforms from dinosaur to race car with one touch of the button on the remote control. Box Contains 1x Bronco; 1x R/c unit,201,Characters & Brands 
Papo 55019 Dinosaur Figurine Pachyrhinosaurus,10.33,21,12,1,4.4,Figures & Playsets > Dinosaurs,"Product Description The Dinosaurs - Hand Painted Pachyrhinosaurus Figure - Papo The Papo Pachyrhinosaurus is a part of the Papo Prehistoric world. The hand-painted and highly detailed molded plastic figure brings prehistoric times to life again, and the figure has all the features of the prehistoric dinosaur realistically depicted. Style And Colour May Vary. For ages 3+ Safety Warning Not suitable for children under 3 years old - includes small, removable parts that could be swallowed.",490,Figures & Playsets 
Toy Story Woodys Horse Bullseye,40.0,30,93,1,4.7,Characters & Brands > Disney > Toys,Gallop into the sunset with Woodys trusty steed! Bullseye is crafted using DISNEY/PIXARs digital data. Neighing and clip clop sound effects. Detailed vinyl saddle and stirrups with floppy rag doll legs. BONUS: Unique Woodys Roundup stand to display Bullseye. Includes a Toy Story Collection Certificate of Authenticity. Suitable for ages 4 years +,347,Characters & Brands 
Imaginext - Stegosaurus - Fisher Price,26.99,5,3,1,5.0,Figures & Playsets > Dinosaurs,"Imagine a prehistoric world with a futuristic twist, where dinosaurs wear tech gear! The Imaginext Stegosaurus has wings, and armour with a space to hold a figure! When it's time to ""fly"", press the button to pop out the wings! There are all sorts of awesome adventures to create when this dino takes to the skies! On land, kids can remove the armour and the Stegosaurus is ready for a classic prehistoric adventure! Press button to pop out the wings! Removable gear for classic dino play! Includes Stegosaurus with removable gear, and figure with helmet",554,Figures & Playsets 
Good Smile Company - Virtual Vocalist Gackpoid Nendoroid PVC Action Figure Kamui Gaku,29.98,34,5,1,4.8,Figures & Playsets > Cowboys & Indians,Virtual Vocalist Gackpoid: VOCALOID: Kamui Gakupo Nendoroid Action Figure,73,Figures & Playsets 
Toob Wildlife Series Dino Mosasaurus,10.99,8,2,1,4.0,Figures & Playsets > Dinosaurs,"Product Description Safari is a family owned company that has been producing hand painted miniatures for three generations. Our mission is to teach children the importance of nature and its conservation though the value of play. It is our hope that future generations will respect the earth and all of its inhabitants, and this is where their learning journey starts. Toobs are acetate tubes containing hand painted miniatures, for use in play and education. Tubes are 1.5"" x 13"" x 1.5"" and are topped with a small spinning globe to allow children to wonder where their toys live in real life, and what else is out there to explore. Box Contains 1 x Toob",654,Figures & Playsets 
Schleich Spinosaurus Playset,12.99,54,22,1,4.5,Figures & Playsets > Dinosaurs,"Product Description This deadly carnivore weighed several tonnes and could grow to be up to 17 metres long! The Spinosaurus had multiple sharp, straight teeth in its crocodile-like mouth. Its meals mainly consisted of other dinosaurs or fish. The intelligently designed sail on its back served several functions. In cold-blooded dinosaurs, the sail probably contributed to vital temperature regulation by collecting or distributing heat. It also served to impress potential mates. Box Contains 1 x Schleich Spinosaurus",518,Figures & Playsets 
Safari Toobs Feathered Dinos Miniature Replica Set,14.39,5,3,1,5.0,Figures & Playsets > Dinosaurs,"Product Description Hand Painted detailed animal replicas from Safari Limited, Miami. The mission of Safari Limited is to teach children the importance of nature and its conservation through the joy of play. Box Contains 1x 12 Piece Feathered Dinos Miniature Replica Set",270,Figures & Playsets 
Safari 261229 Mouse Animal Figure,8.24,5,1,1,5.0,Hobbies > Model Trains & Railway Sets > Accessories > Figures & Decoration Parts > Figures,This is the Mouse by Safari,27,Hobbies 
Bullyland Chief Figurine,3.62,12,3,1,4.7,Figures & Playsets > Cowboys & Indians,"Detailed and handpainted figurine. Made of high quality Thermoplastic (PVC free), the figure stands approx. 9,5 cm tall.",120,Figures & Playsets 
Playmobil 5247 Native American Camp with Totem Pole,37.69,10,44,1,4.8,Figures & Playsets > Cowboys & Indians,"Product Description The Playmobil native American Camp has a teepee where the chief lives with his family. The set comes with two brave native American warriors, one on horseback and features a colourful totem pole. The set includes five Playmobil native Americans, a prairie wolf and lots of accessories. Box Contains 1 x Native Amercian Teepee3 x Playmobil figures1 x Prairie wolf plus accessories",399,Figures & Playsets 
VTech Switch & Go Dinos: Zipp the T-Rex,18.99,5,15,1,4.4,Characters & Brands > VTech,"Product Description Switch between T-rex and car. Meet Zipp the T-Rex – a fierce and speedy dino with a taste for racing! Push the dino to charge up the wheels, then let go to watch it race away. Switching between dinosaur and car is easy to do in a few simple steps, making this 2-in-1 toy hard to put down. Press the talk button to hear fun phrases and to learn dinosaur facts, then tap the sound button to hear great dinosaur and car sound effects. Converting between the two different modes helps your child develop motor skills, and the exciting sounds and facts help to promote imaginative and independent play. Power up and go! Zipp the T-Rex can be powered up to race off. To power up Zipp, just push the wheels along the floor quickly while holding onto the unit. The more times and the faster that you push, the more charged up Zipp will become. Once charged, place Zipp on a smooth, flat surface and release him to watch him race off. Fun activities Zipp the T-Rex will also teach you fun dinosaur facts. Just press the talk button to hear the driver or the dino talk to you, or press the sound button to hear cool dino sound effects. Zipp can also convert between a T-rex and a car, assisting in the development of motor skills and helping to promote independent and imaginative play. Automatic sleep mode To preserve battery life, Zipp the T-Rex will automatically enter sleep mode if there is no input. Box Contains 1 x Zipp the T-Rex1 x User manual",1463,Characters & Brands 
Tyrannosaurus Rex with prey Dinosaur Model,5.99,6,4,1,4.5,Figures & Playsets > Dinosaurs,Excellent replica of the fearsome Tyrannosaurus Rex is depicted carrying a Struthiomimus between its massive jaws.,114,Figures & Playsets 
Nendoroid Sherlock Shellingford (PVC Figure) Good Smile Company,27.47,28,1,1,5.0,Figures & Playsets > Cowboys & Indians,Tantei Opera Milky Holmes: Sherlock Shellinford Nendoroid Action Figure,71,Figures & Playsets 
Safari LTD Forest Dragon,12.27,14,1,1,4.0,Figures & Playsets > Dinosaurs,"Even though we now know that what were once thought to be dragon bones turned out to be dinosaur fossils, these mythical creatures still capture the imagination! Dragons are mystical, fire-breathing creatures that come in many forms. Dragons are perceived in different ways by different cultures. The dragon has a scaly, reptilian body. Some dragons have wings and others resemble large snakes. To some people, dragons represent longevity and wisdom and hold very deep spiritual meaning.",487,Figures & Playsets 
Toob Safari Wildlife Series Dino Dilophosaurus,10.99,8,3,1,4.3,Figures & Playsets > Dinosaurs,"Product Description Safari is a family owned company that has been producing hand painted miniatures for three generations. Our mission is to teach children the importance of nature and its conservation though the value of play. It is our hope that future generations will respect the earth and all of its inhabitants, and this is where their learning journey starts. Toobs are acetate tubes containing hand painted miniatures, for use in play and education. Tubes are 1.5"" x 13"" x 1.5"" and are topped with a small spinning globe to allow children to wonder where their toys live in real life, and what else is out there to explore. Box Contains 1 x Toob",654,Figures & Playsets 
Eugene De Beauharnais - Historical - Papo,7.32,8,1,1,5.0,Figures & Playsets > Cowboys & Indians,"The son of Joséphine de Beauharnais, Eugène (1781-1824) was adopted by his famous stepfather Napoleon I, who was his mother's second husband and who appointed him as commander of an army corps. He held many titles including Imperial Highness, Viceroy of Italy, Prince of Venice, Grand Duke of Frankfurt, Duke of Leuchtenberg and Prince of Eichstätt. The Papo toy line features beatifully crafted figurines of knights, pirates, castles and enchanted creatures. Papo toys come in a wide variety of colors, all hand painted and bursting with imagination. With Papo Knights toys, a world of medieval castles, brave knights, and fierce dragons comes to life. With Papo toys, your children will enjoy hours of imaginative play in wondrous worlds of conquest and battle, chivalry and horse play. Papo toys encourage your kids to use their imagination to create their own magical kingdom.",880,Figures & Playsets 
Power Rangers Super Megaforce - Q Rex Megazord,49.49,5,2,1,5.0,Figures & Playsets > Dinosaurs,"Evil does not stand a chance when the Silver Ranger calls upon his personal Megaspore, Q-Rex! Inherited from the legendary Quantum Ranger from Power Rangers Time Force, the Q-Rex Deluxe Megaspore can morph into 3 different modes: Dino Mode, Drill Ship mode and Robot Mode, or you can morph Q-Rex into unique combinations with items in the Zord Builder collection! The Zord Builder collection allows you to create multiple Megazords straight from the television show, or take the excitement to the next level by creating your own unique Zord combinations! Collect and combine with any other item that is part of the Zord Builder collection (38070, 38080, 35090, 38110 each sold separately). Utilize the included Legendary Ranger Key or any of the keys to activate the spinning drill arm! The Ranger Key can also be inserted into other Power Ranger Battle Gear Items (38035, 38045, 38030, 38050, 38065), the Deluxe Legendary Morphed (38000) and other Power Rangers Super Mega force Zord Builder items (38070, 38080, 38090, 38110)! Each sold separately.",1050,Figures & Playsets 
Iguanodon Collecta 88145,5.33,5,1,1,5.0,Figures & Playsets > Dinosaurs,New plastic dinosaur in bag with original tags.,47,Figures & Playsets 
Louis XIV,8.2,9,2,1,4.5,Figures & Playsets > Cowboys & Indians,Louis XIV,9,Figures & Playsets 
HGL Dragons Box Set (11-Piece),15.0,4,1,1,5.0,Figures & Playsets > Dinosaurs,"Product Description Fantastic, extra large set of dragons in both size and variety. Each set contains 11 dragons of various species and size. This cool collection is perfect for kids who just can't get enough of dragons. Styles may vary. Box Contains 11xdragons",261,Figures & Playsets 
Disney Princess Favorite Moment Tiana's Royal Chariot,5.99,3,1,1,5.0,Characters & Brands > Disney > Toys,"Small chariot for 3"" Disney figurines",37,Characters & Brands 
"Sonic: ""Action Figure - Sonic Nendoroid 4in""",75.5,21,5,1,4.2,Figures & Playsets > Cowboys & Indians,"Product Description Sonic The Hedgehog: Sonic Nendoroid Action Figure Box Contains 1x Sonic: ""Action Figure - Sonic Nendoroid 4in""",130,Figures & Playsets 
Necron Warriors,20.26,15,3,1,4.7,Figures & Playsets > Cowboys & Indians,Box Of 12 Necron Warriors - Figure - Games Workshop Contains: 12 Necron Warriors Enough Canoptek Scarabs For 3 Bases Ages 12+,125,Figures & Playsets 
Dimorphodon,10.91,3,2,1,4.5,Figures & Playsets > Dinosaurs,This is the Dimorphodon dinosaur model by safari,48,Figures & Playsets 
Bullyland Squaw Figurine,4.49,11,1,1,5.0,Figures & Playsets > Cowboys & Indians,"Product Description An Indian woman is generally called a squaw. Along with her own and the other Indian tribes, she belongs to the first human inhabitants of the Americas. For hundreds of years before the advent of our modern age, a squaw was charged with the care of children and the dwelling, while the man went off hunting with his kinsmen to provide food for their families. Box Contains 1 x figurine",405,Figures & Playsets 
Tober Dinosaur Dino Finger Puppets (Pack of 5),4.8,6,2,1,5.0,Figures & Playsets > Dinosaurs,"Product Description A fantastic version of the traditional finger puppet. These six, assorted characters have painted wooden heads, woollen hair, and clothing made from an assortment of colourful fabrics, felt and imitation fur. we can't remember many, but he is very charismatic and has enough charm for any child to give him a starring role. The box has clever side flaps that enable two finger puppets to be prominently displayed, but these may also be removed from the box to take up a narrower space on the shelf. Box Contains 1x Tobar Dinosaur Dino finger puppets 5 pk 19606",580,Figures & Playsets 
Playmobil 5235 Dinos Dimetrodon Dinosaurs,9.99,39,37,1,4.4,Figures & Playsets > Dinosaurs,Product Description The Playmobil dimetrodon has moveable legs and an opening jaw. The set includes a habitat complete with insects and river course. Box Contains 1 x Dimetrodon1 x Habitat,188,Figures & Playsets 
Bakugan Battle Arena,8.87,4,1,1,4.0,Figures & Playsets > Cowboys & Indians,"Based on the hugely popular cartoon series Bakugan, this fantastic pop-open arena is the must have for all budding battlers out there. Challenge your friends and perfect your skills. Can you remain undefeated?",209,Figures & Playsets 
Walking With Dinosaurs Talking Patchi,11.85,7,11,1,4.5,Figures & Playsets > Dinosaurs,"Product Description Four fully poseable dinosaurs to collect complete with fearful roaring sounds. Choose from Patchi, Gorgon, Scowler or Troodon. Which one will be your favourite? One supplied. Requires 3 x LR44 batteries, included. For ages 4 years and over. Box Contains 1 x Patchi3 x LR44 batteries",302,Figures & Playsets 
Jurassic World Dig a Tyrannosaurus Rex Excavation Kit,13.99,2,1,1,5.0,Figures & Playsets > Dinosaurs,The fossil in the Jurassic World Excavation Kit is no ordinary dinosaur – it's the Tyrannosaurus Rex! Dig into the clay with the tools provided to reveal the bones of the T-Rex. Finally assemble the pieces to create a model of the fiercest dinosaur that's ever lived…complete with chomping jaws! A great gift for ages seven and up.,331,Figures & Playsets 
Allosaurus Green color 1/20 Soft Vinyl Figure,46.64,7,1,1,5.0,Figures & Playsets > Dinosaurs,Allosaurus Green color 1/20 Soft Vinyl Figure,45,Figures & Playsets 
Safari Amargasaurus,6.73,5,2,1,5.0,Figures & Playsets > Dinosaurs,"With its long tail and extraordinary spine, Amargasaurus roamed the forests of South America about 125 million years ago. This 1:35 scale replica from Safari Ltd® features an incredibly detailed facial paint scheme and was designed to reflect the latest scientific research. Like all Carnegie Dinosaur Collectibles, this model is authenticated by the paleontologists at the Carnegie Museum of Natural History, home of one of the world's largest collections of dinosaur fossils. Each Carnegie Dinosaur Collectible is individually hand painted, resulting in vivid designs that appeal to all imaginations. The scale of the collection ranges from 1:10 to 1:65. Measures: 8.5"" L x 3"" H (21.5 x 7.5 cm). Recommended Ages: 3+",718,Figures & Playsets 
The Dinosaurs - Hand Painted Brown Baby T-Rex Figure - Papo,8.57,28,6,1,4.7,Figures & Playsets > Cowboys & Indians,"The Dinosaurs - Hand Painted Brown Baby T-Rex Figure - Papo. The Papo Brown Baby T-Rex is a part of the Papo Prehistoric world. The hand-painted and highly detailed molded plastic figure brings prehistoric times to life again, and the figure has all the features of the prehistoric dinosaur realistically depicted. Style and Colour May Vary. For ages 3+",353,Figures & Playsets 
Playmobil 5233 Dinos Deinonychus and Velociraptors Dinosaurs,22.08,16,22,1,4.7,Figures & Playsets > Dinosaurs,Product Description The Playmobil deinonychus and velociraptors features a nest with three baby velociraptors. The set includes one Playmobil scientist keeping watch over the dino eggs. Box Contains 1 x Deinonychus2 x Velociraptors1 x Explorer1 x Cave,251,Figures & Playsets 
Mapusaurus Dinosaur,8.95,6,2,1,4.0,Figures & Playsets > Dinosaurs,Superb hand painted plastic model of a prehistoric dinosaur,59,Figures & Playsets 
Batman the Dark Knight Rises Figure 30cm,27.99,6,13,1,4.5,Figures & Playsets > Cowboys & Indians,"In ""The Dark Knight Rises,"" Batman comes out of retirement to face one of the greatest threats ever to descend on Gotham City! The fight between Bane and Batman becomes the stuff of legend, and you get to re-live the story with incredible figures like this. Highly realistic, and with detailed articulation, too! Product Features: Awesome details at the 10"" scale Use tech, brawn and brains to defeat villains Comes with four accessories, including an ""EMP"" gun Get the Bane 10"" figure to recreate their epic battle! For ages 4 years +",535,Figures & Playsets 
Toy Story 30cm Roaring Rex,39.9,4,1,1,5.0,Characters & Brands > Disney > Toys,"Toy Story 30cm Roaring Rex, has 10 different sounds activated by a button on his back, you will love hearing Toy Story's Rex at his vocal best, over and over again. Just press the button on his back to activate and hear him roar, laugh or make other Rex noises.Just press the button on Rex's back to see his personality come to life with air movements.Toy Story 30cm Roaring Rex.Suitability 3 +.Batteries Included.",414,Characters & Brands 
HGL Dinosaur Set 7 Piece,9.99,10,16,1,4.6,Figures & Playsets > Dinosaurs,"Product Description This fantastic extra large Dinosaur Set from HGL is the perfect gift for young dinosaur fans. Each set contains an assortment of 7 durable hard plastic dinosaurs in both size and species that will delight the most hard core toy dinosaur collector. These quality authentically coloured dinosaurs are ideal for younger dinosaur enthusiasts and Jurassic collectors, who just can't get enough of dinosaurs. Perfectly sized for young hands to pick up and enjoy, these individual sized dinosaur vary in style and stance and each set is attractively presented in an open touch box.Dimensions of 1 piece open touch box - 14""x7.5""x7"" = 35.56x19.05x17.78cm. Gross weight of 1 set - 0.736 Kg. Styles/contents may vary. Box Contains 1 x dinosaur set containing 7 dinosaurs",780,Figures & Playsets 
Plastoy Tubo Lucky Luke Tube,14.99,12,4,1,4.8,Figures & Playsets > Cowboys & Indians,Product Description They will have many hours of fun and role play and with these beautifully crafted and painted figures of these famous characters.,149,Figures & Playsets 
Playmobil 5232 Dinos Stegosaurus Dinosaurs,14.52,33,60,1,4.8,Figures & Playsets > Dinosaurs,Product Description The Playmobil stegosaurus has movable legs and neck and rubber spines along its back. There are three eggs hatching the baby stegosaurus and the set includes a colourful vegetation habitat and accessories. Box Contains 1 x Stegosaurus3 x Baby stegosaurus,274,Figures & Playsets 
DinoSauria Box Set - Wild Republic,15.26,4,10,1,4.9,Figures & Playsets > Dinosaurs,"The fun will be endless with these highly detailed, museum quality, replicas of your favorite dinosaurs. You'll be back in the time when dinosaurs ruled the earth. These eight figures will give any dinosaur lover, hours of imaginitive play. Dinos are made from slightly flexible plastic, are hollow inside, and have their names molded underneath. Set includes: Tyrannosaurus, Stegosaurus, Iguanodon, Pteranodon, Diplodocus, Velociraptor, Baryonyx, and Triceratops. Size ranges from about 6 up to 10 inches long! Licensed by the Natural History Muesum of London.",561,Figures & Playsets 
Prehistoric - Mammoth Baby,4.99,24,1,1,5.0,Figures & Playsets > Dinosaurs,Prehistoric - Mammoth Baby Hand painted figure.,47,Figures & Playsets 
S.H.Figuarts - Bouken Red (GoGo Sentai Boukenger),17.13,17,2,1,4.0,Figures & Playsets > Cowboys & Indians,H140mm,6,Figures & Playsets 
Schleich 16464 Giganotosaurus,24.29,4,10,1,4.2,Figures & Playsets > Dinosaurs,"Potentially more powerful than T-Rex, Giganotosaurus was about forty feet long, weighing in at eight tons. Featuring small spikes and broad spots on its back, this dinosaur was very distinct in appearance. Feeding on plant feeders, Giganotosaurus had three claws at the end of his short arms. Scientists suspect that Giganotosaurus could sprint swiftly thanks to its slim tail which was held up, unlike other dinosaurs.",419,Figures & Playsets 
Quantum Mechanix Super 8: The Argus Cube Replica,15.94,6,1,1,5.0,Figures & Playsets > Cowboys & Indians,"*Designed using 3D solid model files use to create the film's props *From the hit film super 8 *Cube measures 2"" on each side *Weighs approximately 8 ounces *Smooth pearlescent coating perfectly replicating the semi-organic semi-metallic finish of the hero prop *Officially licensed *Great for display *Brand new",312,Figures & Playsets 
Dinosaur Train Roar 'n' React Boris Tyrannosaurus Ultimate T-Rex,21.4,19,181,1,4.6,Characters & Brands > Tomy,"Product Description Boris Tyrannosaurs is a really big interactive dinosaur. Along with the other interactives in the range, SmartTalk technology gives Boris the ability to recognise and interact with other dinosaurs and have roaring contests with you. Press his back button for big chomping action and press his interactive button for tons of fun dinosaur data. Chomping sounds are triggered in Boris's mouth, huge roaring sounds are activated when Boris's tail is pressed down, and when Boris walks on the ground he makes stomping sounds. Suitable for children aged 3 years and over. Box Contains 1 x Boris figure",615,Characters & Brands 
VTech Switch & Go Dinos: Spur the Stegosaurus,9.49,4,6,1,4.7,Characters & Brands > VTech,"Product Description Switch between stegosaurus and car. VTech Switch & Go Dinos: Spur the Stegosaurus Spur the Stegosaurus is powerful – with his defences he can smash through anything! Push the dino to charge up the wheels, then let go to watch it race away. Switching between dinosaur and car is easy to do in a few simple steps, making this 2-in-1 toy hard to put down. Press the talk button to hear fun phrases and to learn dinosaur facts, then tap the sound button to hear great dinosaur and car sound effects. Converting between the two different modes helps your child develop motor skills, and the exciting sounds and facts help to promote imaginative and independent play. Power up and go! Spur the Stegosaurus can be powered up to race off. To power up Spur, just push the wheels along the floor quickly while holding onto the unit. The more times and the faster that you push, the more charged up Spur will become. Once charged, place Spur on a smooth, flat surface and release him to watch him race off. Fun activities Spur the Stegosaurus will also teach you fun dinosaur facts. Just press the talk button to hear the driver or the dino talk to you, or press the sound button to hear cool dino sound effects. Spur can also convert between a stegosaurus and a car, assisting in the development of motor skills and helping to promote independent and imaginative play. Spur is also compatible with the Dino Launchers (sold separately), which can power him up and race him off. Automatic sleep mode To preserve battery life, Spur the Stegosaurus will automatically enter sleep mode if there is no input. Box Contains 1 x Spur the Stegosaurus1 x User manual",1665,Characters & Brands 
